,Baseline,Undersampling,Oversampling,SMOTE,SMOTE Undersampling
0.01,0.9892740000000022,0.7640300000000004,0.982446000000001,0.9840980000000019,0.9422400000000006
0.02,0.9851160000000024,0.7533019999999992,0.9767420000000018,0.978570000000001,0.9280639999999999
0.03,0.9800480000000007,0.7915940000000004,0.970822000000001,0.9724240000000011,0.9235539999999995
0.04,0.9747000000000017,0.8493240000000001,0.9639040000000015,0.9658680000000001,0.9190899999999989
0.05,0.9693420000000017,0.8873819999999994,0.9580200000000001,0.959894000000001,0.9144939999999995
0.060000000000000005,0.9638740000000009,0.9042179999999999,0.9510639999999997,0.9533459999999997,0.9107239999999993
0.06999999999999999,0.9595320000000007,0.9070620000000003,0.9454599999999999,0.9484660000000004,0.9048659999999992
0.08,0.9538079999999999,0.9140839999999993,0.9404279999999999,0.9427939999999997,0.8997779999999993
0.09,0.9490900000000004,0.9126340000000009,0.9343400000000006,0.9373140000000003,0.8946200000000006
0.09999999999999999,0.9446379999999999,0.9114340000000006,0.9295960000000004,0.93254,0.8897319999999996
0.11,0.9392320000000002,0.9097099999999995,0.9232980000000001,0.9264999999999997,0.8836979999999994
0.12,0.935348,0.9077920000000006,0.9194459999999999,0.9227239999999993,0.8786280000000003
0.13,0.928886000000001,0.9009639999999999,0.9123719999999992,0.9155980000000001,0.8729219999999992
0.14,0.92438,0.8974320000000001,0.9075660000000003,0.9111579999999991,0.8673859999999999
0.15000000000000002,0.919754,0.8939539999999992,0.9031379999999997,0.9064020000000003,0.8619340000000002
0.16,0.9195259999999991,0.8958119999999998,0.903672,0.9075199999999991,0.8625659999999993
0.17,0.9106780000000004,0.8876799999999998,0.8945159999999994,0.8980059999999996,0.8546379999999997
0.18000000000000002,0.90923,0.887562,0.8946079999999993,0.8978259999999986,0.8549079999999998
0.19,0.9044019999999999,0.8830819999999996,0.8897419999999998,0.8931739999999997,0.8503900000000008
0.2,0.9023479999999999,0.8832399999999997,0.88883,0.8920119999999997,0.8487960000000002
0.21000000000000002,0.8976300000000007,0.8780380000000003,0.8826520000000005,0.8863739999999998,0.8437760000000001
0.22,0.8942519999999999,0.8763720000000005,0.8809540000000001,0.8843300000000003,0.8417799999999995
0.23,0.8887579999999993,0.8710700000000003,0.8751880000000001,0.878734,0.8366100000000006
0.24000000000000002,0.8861140000000005,0.8703920000000002,0.874708000000001,0.8771199999999997,0.8360639999999999
0.25,0.8818360000000001,0.866376,0.8702599999999994,0.8726440000000003,0.8315619999999998
0.26,0.8756500000000002,0.8612319999999994,0.8648140000000002,0.8670859999999997,0.8276279999999995
0.27,0.8744820000000001,0.8602119999999996,0.863872000000001,0.8662799999999995,0.8249540000000004
0.28,0.8731399999999999,0.8605240000000002,0.8633260000000003,0.8654380000000006,0.827916
0.29000000000000004,0.8685419999999994,0.8563779999999993,0.8591760000000004,0.861852,0.8215740000000004
0.3,0.8662040000000002,0.8545720000000001,0.8570279999999998,0.8592700000000001,0.820144
0.31,0.8618979999999999,0.8514920000000009,0.853952,0.8559239999999999,0.8189179999999995
0.32,0.8639560000000003,0.853942,0.8565459999999999,0.8581819999999994,0.8178219999999998
0.33,0.8590780000000017,0.8503740000000004,0.8521939999999993,0.8537300000000005,0.816092
0.34,0.8534580000000009,0.8455339999999998,0.8475039999999996,0.848616,0.8142900000000006
0.35000000000000003,0.8548760000000004,0.847484,0.8492799999999989,0.8506000000000008,0.8134679999999995
0.36000000000000004,0.853626,0.847100000000001,0.8485899999999998,0.849966,0.8136019999999998
0.37,0.8494039999999997,0.8436559999999995,0.8451160000000001,0.8464839999999995,0.813778
0.38,0.8481420000000006,0.8433120000000003,0.8442339999999999,0.8453240000000001,0.8131340000000005
0.39,0.8441020000000009,0.8402160000000003,0.840962,0.8417039999999998,0.8103779999999993
0.4,0.8466019999999992,0.8430540000000009,0.843738,0.8445219999999998,0.814948
